date,value
2017-01-06 15:02:00,0.155942
2017-01-06 15:03:00,0.137971
2017-01-06 15:04:00,0.12
2017-01-06 15:05:00,0.24
2017-01-06 15:06:00,0.36
2017-01-06 15:07:00,0.48
2017-01-06 15:08:00,0.6
2017-01-06 15:09:00,0.72
2017-01-06 15:10:00,0.84
2017-01-06 15:11:00,0.96
2017-01-06 15:12:00,1.08
2017-01-06 15:13:00,1.2
2017-01-06 15:14:00,1.5
2017-01-06 15:15:00,1.2
2017-01-06 15:16:00,0.9
2017-01-06 15:17:00,0.6
2017-01-06 15:18:00,0.3
2017-01-06 15:19:00,1.73333
2017-01-06 15:20:00,3.16667
2017-01-06 15:21:00,4.6
2017-01-06 15:22:00,4.55
2017-01-06 15:23:00,4.5
2017-01-06 15:24:00,4.45
2017-01-06 15:25:00,4.4
2017-01-06 15:26:00,4.0
2017-01-06 15:27:00,3.6
2017-01-06 15:28:00,3.2
2017-01-06 15:29:00,2.8
2017-01-06 15:30:00,2.4
2017-01-06 15:31:00,2.0
2017-01-06 15:32:00,1.6
2017-01-06 15:33:00,1.2
2017-01-06 15:34:00,0.8
2017-01-06 15:35:00,0.4
2017-01-06 15:36:00,0.441667
2017-01-06 15:37:00,0.483333
2017-01-06 15:38:00,0.525
2017-01-06 15:39:00,0.566667
2017-01-06 15:40:00,0.608333
2017-01-06 15:41:00,0.65
2017-01-06 15:42:00,1.3
2017-01-06 15:43:00,1.575
2017-01-06 15:44:00,1.85
2017-01-06 15:45:00,2.125
2017-01-06 15:46:00,2.4
2017-01-06 15:47:00,8.2
2017-01-06 15:48:00,6.9
2017-01-06 15:49:00,5.6
2017-01-06 15:50:00,4.72
2017-01-06 15:51:00,3.84
2017-01-06 15:52:00,2.96
2017-01-06 15:53:00,2.08
2017-01-06 15:54:00,1.2
2017-01-06 15:55:00,0.9
2017-01-06 15:56:00,0.6
2017-01-06 15:57:00,1.2
2017-01-06 15:58:00,1.18545
2017-01-06 15:59:00,1.17091
2017-01-06 16:00:00,1.15636
2017-01-06 16:01:00,1.14182
2017-01-06 16:02:00,1.12727
2017-01-06 16:03:00,1.11273
2017-01-06 16:04:00,1.09818
2017-01-06 16:05:00,1.08364
2017-01-06 16:06:00,1.06909
2017-01-06 16:07:00,1.05455
2017-01-06 16:08:00,1.04
2017-01-06 16:09:00,1.02545
2017-01-06 16:10:00,1.01091
2017-01-06 16:11:00,0.996364
2017-01-06 16:12:00,0.981818
2017-01-06 16:13:00,0.967273
2017-01-06 16:14:00,0.952727
2017-01-06 16:15:00,0.938182
2017-01-06 16:16:00,0.923636
2017-01-06 16:17:00,0.909091
2017-01-06 16:18:00,0.894545
